# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OR4L21	ENSECAG00000033378	ENSECAT00000050978	protein_coding	1	29	33	255	0	0	0	0	0	0	0	110	0	0	0	0	33	0	0	0	0	0	0	0	1	0	0	29	145
OR4M1	ENSECAG00000006630	ENSECAT00000006591	protein_coding	2	22	13	165	0	0	0	0	0	0	0	96	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	22	69
OR4N2	ENSECAG00000036558	ENSECAT00000058122	protein_coding	2	9	11	168	0	0	0	0	0	0	0	94	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	9	74
OR4N2E	ENSECAG00000039678	ENSECAT00000040042	protein_coding	1	10	14	200	0	0	0	0	0	0	0	124	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	10	76
OR4N5	ENSECAG00000036029	ENSECAT00000055427	protein_coding	1	10	6	108	0	0	0	0	0	0	0	55	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	10	53
OR4Q2	ENSECAG00000007168	ENSECAT00000007154	protein_coding	0	9	13	215	0	0	0	0	0	0	0	94	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	121
OR4Q3	ENSECAG00000005586	ENSECAT00000005885	protein_coding	2	14	20	233	0	0	0	0	0	0	0	145	0	1	0	0	20	0	0	0	0	0	0	0	1	0	0	14	88
OR6AE1	ENSECAG00000001719	ENSECAT00000002136	protein_coding	0	6	7	186	0	0	0	0	0	1	0	102	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	6	74
OR6B13	ENSECAG00000001094	ENSECAT00000001055	protein_coding	3	8	9	195	0	0	0	0	0	0	0	82	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	8	113
OR6D22	ENSECAG00000037757	ENSECAT00000003761	protein_coding	2	8	15	239	0	0	0	0	0	0	0	65	0	1	0	0	15	0	0	0	0	0	0	0	1	0	0	8	174
OR6E1	ENSECAG00000038239	ENSECAT00000045127	protein_coding	3	13	15	201	0	0	0	0	0	0	0	102	0	3	0	0	15	0	0	0	0	0	0	0	0	0	0	13	99
OR6E1F	ENSECAG00000040645	ENSECAT00000061088	protein_coding	0	19	23	301	0	0	0	0	0	0	0	102	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	19	199
OR6E1G	ENSECAG00000031667	ENSECAT00000051065	protein_coding	0	10	9	221	0	0	0	0	0	0	0	145	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	76
OR6E1H	ENSECAG00000033307	ENSECAT00000003924	protein_coding	0	11	22	347	0	0	0	0	0	0	1	237	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	11	110
OR6E6P	ENSECAG00000037039	ENSECAT00000043022	pseudogene	0	0	0	125	0	0	0	0	0	0	0	51	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	60
OR6S1	ENSECAG00000001736	ENSECAT00000002132	protein_coding	1	21	12	200	0	0	0	0	0	0	0	93	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	21	107
OSGEP	ENSECAG00000015096	ENSECAT00000015820	protein_coding	7	42	15	581	0	0	13	1	0	0	0	92	0	4	0	212	15	0	0	4	3	11	0	0	2	0	0	37	273
OTUD7A	ENSECAG00000022071	ENSECAT00000023588	protein_coding	4	18	14	3199	0	0	2	0	1	0	0	50	0	2	0	3078	13	0	0	0	1	4	0	0	1	0	0	16	72
OTUD7A	ENSECAG00000022071	ENSECAT00000065353	protein_coding	4	19	16	2329	3	0	0	0	1	1	0	50	0	2	0	2229	14	0	0	0	1	5	0	0	1	0	0	16	51
OXA1L	ENSECAG00000015615	ENSECAT00000016572	protein_coding	9	68	42	307	0	0	0	0	0	1	0	186	0	6	0	80	41	0	0	2	3	18	0	0	1	0	0	56	58
OXA1L	ENSECAG00000015615	ENSECAT00000056030	protein_coding	9	76	48	325	79	0	0	0	0	1	0	139	0	6	0	67	47	0	0	2	3	19	0	0	1	0	0	63	58
OXA1L	ENSECAG00000015615	ENSECAT00000077508	protein_coding	9	68	47	334	79	0	0	0	0	1	0	139	0	6	0	68	46	0	0	2	3	10	0	0	1	0	0	63	58
P4HA1	ENSECAG00000012496	ENSECAT00000013754	protein_coding	8	63	6	1147	0	0	2	0	0	0	0	162	0	5	0	888	6	0	0	3	0	10	0	0	0	0	0	58	103
P4HA1	ENSECAG00000012496	ENSECAT00000013813	protein_coding	8	62	6	1148	0	0	2	0	0	0	0	162	0	5	0	888	6	0	0	3	0	9	0	0	0	0	0	58	103
P4HA1	ENSECAG00000012496	ENSECAT00000055205	protein_coding	8	63	6	1147	0	0	2	0	0	0	0	162	0	5	0	888	6	0	0	3	0	10	0	0	0	0	0	58	103
PABPN1	ENSECAG00000011652	ENSECAT00000010839	protein_coding	4	52	0	775	0	1	8	0	0	0	0	94	0	1	0	592	0	0	0	1	3	10	0	0	0	0	0	42	94
PABPN1	ENSECAG00000011652	ENSECAT00000052426	protein_coding	5	36	4	937	73	4	34	1	0	0	0	73	0	1	0	696	3	0	0	1	4	13	0	0	0	0	0	21	77
PABPN1	ENSECAG00000011652	ENSECAT00000069361	protein_coding	4	52	0	1340	73	1	8	0	0	0	0	73	0	1	0	1105	0	0	0	1	3	10	0	0	0	0	0	42	94
PAK6	ENSECAG00000017471	ENSECAT00000018508	protein_coding	5	24	12	538	0	1	3	0	0	0	0	59	0	3	0	396	12	0	0	0	1	3	0	0	1	0	0	21	83
PAK6	ENSECAG00000017471	ENSECAT00000077138	protein_coding	5	24	12	538	0	1	3	0	0	0	0	59	0	3	0	396	12	0	0	0	1	3	0	0	1	0	0	21	83
PALD1	ENSECAG00000019695	ENSECAT00000034448	protein_coding	3	40	28	1661	14	0	3	0	0	0	0	53	0	2	0	1505	28	0	0	0	1	5	0	0	1	0	0	36	91
PALD1	ENSECAG00000019695	ENSECAT00000040398	protein_coding	3	38	27	819	0	1	1	0	0	0	0	57	0	2	0	686	27	0	0	0	1	4	0	0	1	0	0	34	79
PANK1	ENSECAG00000008032	ENSECAT00000008322	protein_coding	1	42	4	783	0	0	0	0	0	1	0	78	0	0	0	642	3	0	0	0	1	4	0	0	0	0	0	38	68
PANK1	ENSECAG00000008032	ENSECAT00000032224	protein_coding	2	49	14	824	0	0	0	0	0	1	0	78	0	1	0	651	13	0	0	0	1	4	0	0	0	0	0	45	100
PANK1	ENSECAG00000008032	ENSECAT00000059595	protein_coding	2	47	14	826	0	0	0	0	0	1	0	78	0	1	0	652	13	0	0	0	1	3	0	0	0	0	0	44	100
PAOX	ENSECAG00000000101	ENSECAT00000000129	protein_coding	0	22	15	190	0	0	0	0	0	0	0	68	0	0	0	69	15	0	0	0	0	3	0	0	0	0	0	20	55
PAOX	ENSECAG00000000101	ENSECAT00000033195	protein_coding	0	22	16	189	0	0	0	0	0	0	0	65	0	0	0	70	16	0	0	0	0	2	0	0	0	0	0	21	55
PAPSS2	ENSECAG00000008426	ENSECAT00000009126	protein_coding	0	29	6	1923	8	0	0	0	0	0	0	43	0	0	0	1814	6	0	0	0	0	0	0	0	0	0	0	29	58
PAPSS2	ENSECAG00000008426	ENSECAT00000031355	protein_coding	0	29	6	1923	8	0	0	0	0	0	0	43	0	0	0	1814	6	0	0	0	0	0	0	0	0	0	0	29	58
PAPSS2	ENSECAG00000008426	ENSECAT00000068564	protein_coding	0	28	6	1924	8	0	0	0	0	0	0	43	0	0	0	1815	6	0	0	0	0	0	0	0	0	0	0	28	58
PAQR5	ENSECAG00000008154	ENSECAT00000008438	protein_coding	0	20	9	835	0	0	1	0	0	0	0	61	0	0	0	727	9	0	0	0	0	4	0	0	0	0	0	16	50
PAQR5	ENSECAG00000008154	ENSECAT00000073246	protein_coding	1	17	10	836	0	0	1	0	0	0	0	61	0	0	0	726	10	0	0	0	0	2	0	0	1	0	0	15	50
PAQR5	ENSECAG00000008154	ENSECAT00000075651	protein_coding	0	14	10	269	0	0	0	0	0	0	0	61	0	0	0	105	10	0	0	0	0	2	0	0	0	0	0	12	105
PARG	ENSECAG00000022081	ENSECAT00000023662	protein_coding	13	97	64	1416	0	0	0	0	1	1	1	57	0	8	0	1325	61	0	0	1	4	2	0	0	2	0	0	96	39
PARG	ENSECAG00000022081	ENSECAT00000037583	protein_coding	13	104	74	1517	0	0	0	0	1	2	1	57	0	8	0	1374	70	0	0	1	4	3	0	0	2	0	0	102	92
PARP16	ENSECAG00000011251	ENSECAT00000011730	protein_coding	2	23	6	418	0	0	0	0	0	0	0	85	0	0	0	264	6	0	0	0	2	1	0	0	0	0	0	22	72
PARP16	ENSECAG00000011251	ENSECAT00000036070	protein_coding	4	37	14	416	0	1	3	0	0	0	0	45	0	2	0	297	14	0	0	0	2	2	0	0	0	0	0	35	74
PARP2	ENSECAG00000005548	ENSECAT00000005903	protein_coding	9	69	35	438	4	0	0	0	0	0	0	144	0	4	0	135	35	0	0	3	4	16	0	0	1	0	0	58	173
PARP2	ENSECAG00000005548	ENSECAT00000042386	protein_coding	9	78	35	446	4	9	49	0	0	0	0	144	0	4	0	137	35	0	0	3	4	16	0	0	1	0	0	58	130
PARP2	ENSECAG00000005548	ENSECAT00000068152	protein_coding	9	69	36	437	4	0	0	0	0	0	0	144	0	4	0	134	36	0	0	3	4	16	0	0	1	0	0	58	173
PARP6	ENSECAG00000016215	ENSECAT00000017472	protein_coding	4	38	0	368	0	7	28	0	0	0	0	92	0	0	0	200	0	0	0	0	4	3	0	0	0	0	0	28	55
PARP6	ENSECAG00000016215	ENSECAT00000045311	protein_coding	5	43	4	451	1	7	28	0	0	0	0	81	0	0	0	295	4	0	0	0	5	4	0	0	0	0	0	32	55
PARP6	ENSECAG00000016215	ENSECAT00000049078	protein_coding	5	47	3	457	0	7	28	0	0	0	0	66	0	0	0	317	3	0	0	0	5	4	0	0	0	0	0	36	55
PARP6	ENSECAG00000016215	ENSECAT00000063230	protein_coding	7	50	3	452	0	7	28	0	0	0	0	66	0	0	0	314	3	0	0	0	7	4	0	0	0	0	0	39	55
PATL2	ENSECAG00000013462	ENSECAT00000014198	protein_coding	1	18	20	169	0	0	0	0	0	2	1	74	0	0	0	46	17	0	0	0	1	1	0	0	0	0	0	17	51
PAX2	ENSECAG00000021123	ENSECAT00000022725	protein_coding	1	16	2	1237	20	0	0	0	0	0	0	59	0	1	0	1090	2	0	0	0	0	4	0	0	0	0	0	13	71
PAX2	ENSECAG00000021123	ENSECAT00000055140	protein_coding	1	20	1	1445	20	2	32	0	0	0	0	59	0	1	0	1229	1	0	0	0	0	3	0	0	0	0	0	15	108
PAX2	ENSECAG00000021123	ENSECAT00000063761	protein_coding	0	17	0	1450	20	2	37	0	0	0	0	59	0	0	0	1229	0	0	0	0	0	3	0	0	0	0	0	12	108
PAX9	ENSECAG00000023712	ENSECAT00000025471	protein_coding	0	9	3	477	18	0	7	0	0	0	0	132	0	0	0	218	3	0	0	0	0	0	0	0	0	0	0	9	102
PAX9	ENSECAG00000023712	ENSECAT00000045321	protein_coding	1	8	4	582	0	0	7	0	0	0	0	66	0	1	0	407	4	0	0	0	0	0	0	0	0	0	0	8	102
PAX9	ENSECAG00000023712	ENSECAT00000071819	protein_coding	0	9	7	239	24	0	7	1	0	0	0	85	0	0	0	21	6	0	0	0	0	0	0	0	0	0	0	9	102
PBLD	ENSECAG00000000091	ENSECAT00000000139	protein_coding	0	3	2	391	0	0	0	0	0	0	0	63	0	0	0	187	2	0	0	0	0	1	0	0	0	0	0	3	141
PBLD	ENSECAG00000000091	ENSECAT00000075098	protein_coding	1	1	1	382	0	0	0	0	0	0	0	62	0	0	0	180	1	0	0	1	1	1	0	0	0	0	0	1	141
PCBD1	ENSECAG00000009682	ENSECAT00000009876	protein_coding	0	17	4	349	0	0	0	0	0	0	0	72	0	0	0	104	4	0	0	0	0	0	0	0	0	0	0	17	173
PCDH15	ENSECAG00000019573	ENSECAT00000020785	protein_coding	1	51	39	16972	0	0	1	1	0	0	0	121	0	1	0	16781	38	0	0	0	0	13	0	0	0	0	0	41	79
PCDH15	ENSECAG00000019573	ENSECAT00000036546	protein_coding	6	58	55	16606	0	0	0	2	0	1	0	105	0	6	0	16430	52	0	0	0	0	11	0	0	0	0	0	49	80
PCDH15	ENSECAG00000019573	ENSECAT00000039876	protein_coding	6	59	55	16605	0	0	1	2	0	1	0	105	0	6	0	16429	52	0	0	0	0	11	0	0	0	0	0	50	79
PCDH15	ENSECAG00000019573	ENSECAT00000042804	protein_coding	6	60	55	16604	0	0	1	2	0	1	0	105	0	6	0	16429	52	0	0	0	0	12	0	0	0	0	0	50	79
PCDH15	ENSECAG00000019573	ENSECAT00000042823	protein_coding	1	53	41	14421	0	0	4	1	0	0	0	127	0	1	0	14180	40	0	0	0	0	12	0	0	0	0	0	43	119
PCDH15	ENSECAG00000019573	ENSECAT00000068986	protein_coding	6	60	56	16603	0	0	1	2	0	1	0	105	0	6	0	16428	53	0	0	0	0	13	0	0	0	0	0	50	79
PCDH15	ENSECAG00000019573	ENSECAT00000072695	protein_coding	6	58	54	16607	0	0	1	2	0	1	0	105	0	6	0	16430	51	0	0	0	0	10	0	0	0	0	0	50	79
PCGF6	ENSECAG00000017183	ENSECAT00000018246	protein_coding	14	33	11	768	0	1	10	1	0	0	0	120	0	7	0	410	10	0	0	9	2	10	0	0	0	0	0	28	243
PCGF6	ENSECAG00000017183	ENSECAT00000040138	protein_coding	6	31	10	640	0	1	10	1	0	0	0	73	0	4	0	320	9	0	0	2	2	6	0	0	0	0	0	28	243
PCGF6	ENSECAG00000017183	ENSECAT00000057029	protein_coding	14	33	11	768	0	1	10	1	0	0	0	120	0	7	0	410	10	0	0	9	2	10	0	0	0	0	0	28	243
PCGF6	ENSECAG00000017183	ENSECAT00000060883	protein_coding	14	27	10	775	0	1	10	1	0	0	0	120	0	7	0	416	9	0	0	9	2	9	0	0	0	0	0	23	243
PCGF6	ENSECAG00000017183	ENSECAT00000076165	protein_coding	14	27	6	779	0	1	10	1	0	0	0	120	0	7	0	420	5	0	0	9	2	9	0	0	0	0	0	23	243
PCK2	ENSECAG00000013913	ENSECAT00000014928	protein_coding	4	110	36	239	0	0	0	0	0	0	0	67	0	1	0	127	36	0	0	1	3	7	0	0	1	0	0	104	54
PCK2	ENSECAG00000013913	ENSECAT00000043505	protein_coding	8	119	36	241	23	0	0	0	0	0	0	69	0	3	0	112	36	0	0	1	5	12	0	0	1	0	0	111	50
PCK2	ENSECAG00000013913	ENSECAT00000055469	protein_coding	8	119	36	251	23	0	0	0	0	0	0	69	0	3	0	118	36	0	0	1	5	12	0	0	1	0	0	111	54
PCNX2	ENSECAG00000009930	ENSECAT00000010227	protein_coding	8	125	82	4049	0	1	5	1	0	2	0	81	0	7	0	3857	80	0	0	0	0	6	0	0	0	1	0	119	111
PCNX2	ENSECAG00000009930	ENSECAT00000015175	protein_coding	8	121	80	4055	0	1	5	1	0	2	0	81	0	7	0	3863	78	0	0	0	0	6	0	0	0	1	0	115	111
PCNX2	ENSECAG00000009930	ENSECAT00000070125	protein_coding	3	52	24	830	0	0	0	0	0	1	0	87	0	3	0	668	23	0	0	0	0	0	0	0	0	0	0	52	75
PCSK6	ENSECAG00000001688	ENSECAT00000004651	protein_coding	7	32	14	2879	0	0	0	0	0	1	0	82	0	6	0	2730	13	0	0	0	0	1	0	0	1	0	0	31	68
PCSK6	ENSECAG00000001688	ENSECAT00000068381	protein_coding	3	29	13	2887	0	0	0	0	0	1	0	82	0	3	0	2738	12	0	0	0	0	1	0	0	0	0	0	28	68
PCSK6	ENSECAG00000001688	ENSECAT00000069839	protein_coding	7	31	11	2545	0	0	0	0	0	0	0	82	0	6	0	2373	11	0	0	0	0	1	0	0	1	0	0	30	91
PCSK6	ENSECAG00000001688	ENSECAT00000070506	protein_coding	6	31	14	2878	0	0	0	0	0	1	0	79	0	5	0	2732	13	0	0	0	0	1	0	0	1	0	0	30	68
PCSK6	ENSECAG00000001688	ENSECAT00000071614	protein_coding	6	31	14	3078	7	0	0	0	0	1	0	50	0	5	0	2954	13	0	0	0	0	1	0	0	1	0	0	30	68
PCSK6	ENSECAG00000001688	ENSECAT00000073555	protein_coding	5	27	15	2044	0	0	0	0	0	1	0	56	0	4	0	1921	14	0	0	0	0	1	0	0	1	0	0	26	68
PCSK6	ENSECAG00000001688	ENSECAT00000074027	protein_coding	6	36	16	3071	0	0	0	0	0	1	0	50	0	5	0	2954	15	0	0	0	0	1	0	0	1	0	0	35	68
PCSK6	ENSECAG00000001688	ENSECAT00000076211	protein_coding	7	35	15	2875	0	0	0	0	0	1	0	82	0	6	0	2727	14	0	0	0	0	2	0	0	1	0	0	33	68
PCSK6	ENSECAG00000001688	ENSECAT00000076583	protein_coding	7	30	13	2882	0	0	0	0	0	1	0	82	0	6	0	2733	12	0	0	0	0	1	0	0	1	0	0	29	68
PCSK6	ENSECAG00000001688	ENSECAT00000077255	protein_coding	7	31	10	2643	0	0	2	0	0	0	0	82	0	6	0	2463	10	0	0	0	0	1	0	0	1	0	0	30	97
PDCD11	ENSECAG00000020507	ENSECAT00000022604	protein_coding	12	229	132	748	7	0	1	0	0	0	0	140	0	5	0	538	132	0	0	7	0	24	0	0	0	0	0	212	86
PDCD4	ENSECAG00000020935	ENSECAT00000022245	protein_coding	1	66	15	527	0	1	5	0	0	0	0	73	0	0	0	379	15	0	0	1	0	16	0	0	0	0	0	49	86
PDCD4	ENSECAG00000020935	ENSECAT00000042814	protein_coding	1	68	14	525	4	1	5	0	0	0	0	101	0	0	0	347	14	0	0	1	0	18	0	0	0	0	0	49	86
PDCD4	ENSECAG00000020935	ENSECAT00000050726	protein_coding	1	61	14	447	36	0	0	0	0	0	0	72	0	0	0	253	14	0	0	1	0	12	0	0	0	0	0	49	99
PDCD4	ENSECAG00000020935	ENSECAT00000054752	protein_coding	1	65	14	469	36	0	1	0	0	0	0	72	0	0	0	286	14	0	0	1	0	16	0	0	0	0	0	49	90
PDCD7	ENSECAG00000026989	ENSECAT00000028929	protein_coding	4	53	27	288	0	0	0	0	0	1	0	129	0	4	0	107	26	0	0	0	0	3	0	0	0	0	0	51	54
PDE6C	ENSECAG00000007396	ENSECAT00000008880	protein_coding	1	10	0	490	0	0	0	0	0	0	0	51	0	1	0	438	0	0	0	0	0	2	0	0	0	0	0	8	3
PDE8A	ENSECAG00000007337	ENSECAT00000008147	protein_coding	5	84	30	2159	63	1	4	2	1	1	0	127	0	5	0	1888	26	0	1	0	0	4	0	0	0	0	0	79	80
PDE8A	ENSECAG00000007337	ENSECAT00000041734	protein_coding	5	82	29	2162	63	1	4	2	1	1	0	127	0	5	0	1889	25	0	1	0	0	2	0	0	0	0	0	79	80
PDE8A	ENSECAG00000007337	ENSECAT00000049343	protein_coding	5	81	29	2163	63	1	4	2	1	1	0	127	0	5	0	1892	25	0	1	0	0	4	0	0	0	0	0	76	80
PDE8A	ENSECAG00000007337	ENSECAT00000064691	protein_coding	5	88	31	2150	0	1	4	2	1	1	0	141	0	5	0	1932	27	0	1	0	0	9	0	0	0	0	0	79	80
PDIA3	ENSECAG00000020252	ENSECAT00000021903	protein_coding	10	67	17	477	0	0	0	0	0	0	0	122	0	1	0	282	17	0	0	9	0	13	0	0	1	0	0	58	91
PDLIM1	ENSECAG00000020816	ENSECAT00000022293	protein_coding	7	75	15	397	0	0	0	0	0	1	1	62	0	0	0	304	13	0	0	0	7	12	0	0	0	0	0	63	50
PDZD7	ENSECAG00000012183	ENSECAT00000012616	protein_coding	0	29	24	377	5	2	11	1	0	0	0	137	0	0	0	159	23	0	0	0	0	3	0	0	0	0	0	24	67
PDZD8	ENSECAG00000023468	ENSECAT00000025154	protein_coding	9	150	89	1088	22	4	14	1	0	1	1	52	0	7	0	936	86	0	0	0	0	1	0	0	2	0	1	144	65
PDZD8	ENSECAG00000023468	ENSECAT00000035646	protein_coding	9	150	89	1088	22	4	14	1	0	1	1	52	0	7	0	936	86	0	0	0	0	1	0	0	2	0	1	144	65
PEAK1	ENSECAG00000022321	ENSECAT00000023796	protein_coding	4	82	35	3896	9	1	9	0	0	0	0	103	0	4	0	3721	35	0	0	0	0	0	0	0	1	0	0	81	54
PEX11A	ENSECAG00000010027	ENSECAT00000010345	protein_coding	0	13	10	134	3	0	0	0	0	0	0	39	0	0	0	29	10	0	0	0	0	0	0	0	0	0	0	13	63
PEX11A	ENSECAG00000010027	ENSECAT00000078136	protein_coding	0	2	3	162	0	0	0	0	0	0	0	39	0	0	0	60	3	0	0	0	0	0	0	0	0	0	0	2	63
PGAM1	ENSECAG00000010786	ENSECAT00000011185	protein_coding	2	62	12	264	0	0	0	0	0	0	0	141	0	0	0	55	12	0	0	1	0	10	0	0	1	0	0	53	78
PGBD5	ENSECAG00000006175	ENSECAT00000006239	protein_coding	0	22	4	2520	3	1	16	0	0	0	0	71	0	0	0	2375	4	0	0	0	0	1	0	0	0	0	0	20	56
PGBD5	ENSECAG00000006175	ENSECAT00000042605	protein_coding	2	26	14	2503	3	0	0	0	0	0	0	71	0	1	0	2374	14	0	0	0	0	1	0	0	1	0	0	25	56
PGPEP1L	ENSECAG00000018071	ENSECAT00000019127	protein_coding	1	3	5	802	0	0	0	0	0	0	0	55	0	0	0	656	5	0	0	0	0	0	0	0	1	0	0	3	91
PGPEP1L	ENSECAG00000018071	ENSECAT00000044347	protein_coding	1	5	9	690	0	0	0	0	0	0	0	55	0	0	0	544	9	0	0	0	0	0	0	0	1	0	0	5	91
PHYHIPL	ENSECAG00000019566	ENSECAT00000020866	protein_coding	1	8	2	1233	12	0	0	0	0	0	0	53	0	1	0	1098	2	0	0	0	0	0	0	0	0	0	0	8	70
PHYHIPL	ENSECAG00000019566	ENSECAT00000077375	protein_coding	1	8	1	1226	12	0	0	0	0	0	0	53	0	1	0	1077	1	0	0	0	0	0	0	0	0	0	0	8	84
PIAS1	ENSECAG00000007993	ENSECAT00000008598	protein_coding	3	87	8	1607	70	0	0	0	0	0	0	94	0	0	0	1390	8	0	0	2	1	15	0	0	0	0	0	73	70
PIAS1	ENSECAG00000007993	ENSECAT00000033717	protein_coding	3	67	4	1645	0	0	0	0	0	0	0	174	0	0	0	1422	4	0	0	2	1	15	0	0	0	0	0	53	66
PIAS1	ENSECAG00000007993	ENSECAT00000060249	protein_coding	3	86	8	1636	70	0	0	0	0	0	0	94	0	0	0	1423	8	0	0	2	1	15	0	0	0	0	0	72	66
PIAS1	ENSECAG00000007993	ENSECAT00000060942	protein_coding	3	85	8	1637	70	0	0	0	0	0	0	94	0	0	0	1423	8	0	0	2	1	14	0	0	0	0	0	72	66
PIF1	ENSECAG00000005316	ENSECAT00000005678	protein_coding	4	74	30	178	0	0	2	0	1	0	0	58	0	3	0	71	29	0	0	1	1	8	0	0	0	0	0	67	56
PIF1	ENSECAG00000005316	ENSECAT00000060372	protein_coding	4	72	30	178	0	0	2	0	1	0	0	59	0	3	0	70	29	0	0	1	1	8	0	0	0	0	0	65	56
PIGB	ENSECAG00000001013	ENSECAT00000001594	protein_coding	0	13	14	277	0	0	0	0	0	0	0	0	0	0	0	213	14	0	0	0	0	2	0	0	0	0	0	11	66
PIGBOS1	ENSECAG00000041596	ENSECAT00000067813	protein_coding	0	0	0	146	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101
PIK3AP1	ENSECAG00000013623	ENSECAT00000014285	protein_coding	17	125	64	1395	0	0	6	1	1	0	0	117	0	9	0	1250	62	0	0	1	8	9	0	0	1	0	0	119	36
PIK3AP1	ENSECAG00000013623	ENSECAT00000050147	protein_coding	10	94	47	1274	38	0	0	0	1	0	0	117	0	5	0	1074	46	0	0	1	6	8	0	0	0	0	0	88	57
PIK3AP1	ENSECAG00000013623	ENSECAT00000062976	protein_coding	16	124	65	1396	38	0	6	1	1	0	0	117	0	9	0	1212	63	0	0	1	7	8	0	0	1	0	0	118	36
PIK3AP1	ENSECAG00000013623	ENSECAT00000063434	protein_coding	16	122	60	1403	38	0	6	1	1	0	0	117	0	9	0	1219	58	0	0	1	7	8	0	0	1	0	0	116	36
PIK3AP1	ENSECAG00000013623	ENSECAT00000071108	protein_coding	14	118	62	1407	38	0	6	1	1	0	0	117	0	7	0	1223	60	0	0	1	7	8	0	0	1	0	0	112	36
PIK3AP1	ENSECAG00000013623	ENSECAT00000072635	protein_coding	16	124	63	1398	38	0	6	1	1	0	0	117	0	9	0	1214	61	0	0	1	7	8	0	0	1	0	0	118	36
PIP4P1	ENSECAG00000010754	ENSECAT00000011265	protein_coding	1	45	3	391	0	0	0	0	0	0	0	297	0	1	0	31	3	0	0	1	0	2	0	0	0	0	0	45	64
PITX3	ENSECAG00000022294	ENSECAT00000023815	protein_coding	0	1	4	154	0	0	0	0	0	0	0	78	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	1	67
PKD2L1	ENSECAG00000023606	ENSECAT00000025466	protein_coding	2	19	17	924	0	0	0	0	0	0	0	65	0	2	0	820	17	0	0	0	0	2	0	0	0	0	0	18	40
PKM	ENSECAG00000007644	ENSECAT00000008703	protein_coding	24	159	27	553	31	1	3	0	1	0	0	76	0	5	0	408	26	0	0	1	18	41	0	0	0	0	0	119	93
PKM	ENSECAG00000007644	ENSECAT00000033119	protein_coding	29	144	36	441	0	0	0	0	1	0	0	79	0	10	0	394	35	0	0	1	18	49	0	0	0	0	0	98	33
PKM	ENSECAG00000007644	ENSECAT00000038888	protein_coding	29	145	36	440	0	0	0	0	1	0	0	79	0	10	0	393	35	0	0	1	18	49	0	0	0	0	0	99	33
PKM	ENSECAG00000007644	ENSECAT00000070555	protein_coding	20	145	27	571	31	1	3	0	1	0	0	76	0	5	0	420	26	0	0	1	14	38	0	0	0	0	0	107	93
PKM	ENSECAG00000007644	ENSECAT00000077683	protein_coding	21	136	40	437	31	0	0	0	0	0	1	76	0	5	0	331	39	0	0	0	16	32	0	0	0	0	0	106	45
PLA2G12B	ENSECAG00000010317	ENSECAT00000010611	protein_coding	1	1	0	633	0	0	0	0	0	0	0	50	0	1	0	489	0	0	0	0	0	1	0	0	0	0	0	0	95
PLA2G4B	ENSECAG00000020966	ENSECAT00000022649	protein_coding	6	43	43	281	0	0	0	0	0	1	0	68	0	4	0	107	43	0	0	1	1	5	0	0	0	0	0	41	110
PLA2G4B	ENSECAG00000020966	ENSECAT00000032008	protein_coding	8	51	49	391	0	6	50	0	0	1	0	68	0	4	0	199	49	0	1	1	2	8	0	0	1	0	0	41	80
PLA2G4B	ENSECAG00000020966	ENSECAT00000056683	protein_coding	1	43	17	213	0	0	0	0	0	1	0	76	0	0	0	59	17	0	0	0	1	2	0	0	1	0	0	42	80
PLA2G4B	ENSECAG00000020966	ENSECAT00000061081	protein_coding	5	42	39	239	0	0	0	0	0	0	0	68	0	4	0	95	39	0	0	1	0	4	0	0	0	0	0	40	79
